Number,Family,Binomial,Wood_density,Region,Reference_number,our_samples,Genus,Species,
15382,Combretaceae,Terminalia ivorensis,0.484,Africa (tropical),107,,Terminalia,ivorensis,
15383,Combretaceae,Terminalia ivorensis,0.471,Africa (tropical),143,,Terminalia,ivorensis,
15384,Combretaceae,Terminalia ivorensis,0.359,Africa (tropical),147,,Terminalia,ivorensis,
15385,Combretaceae,Terminalia ivorensis,0.391,Africa (tropical),147,,Terminalia,ivorensis,
15386,Combretaceae,Terminalia ivorensis,0.422,Africa (tropical),147,,Terminalia,ivorensis,
15387,Combretaceae,Terminalia ivorensis,0.441,Africa (tropical),147,,Terminalia,ivorensis,
15388,Combretaceae,Terminalia ivorensis,0.442,Africa (tropical),147,,Terminalia,ivorensis,
15389,Combretaceae,Terminalia ivorensis,0.445,Africa (tropical),147,,Terminalia,ivorensis,
15390,Combretaceae,Terminalia ivorensis,0.483,Africa (tropical),147,,Terminalia,ivorensis,
15391,Combretaceae,Terminalia ivorensis,0.585,Africa (tropical),147,,Terminalia,ivorensis,
15392,Combretaceae,Terminalia ivorensis,0.480,Africa (tropical),99,,Terminalia,ivorensis,
15393,Combretaceae,Terminalia kaernbachii,0.396,Australia/PNG (tropical),27,,Terminalia,kaernbachii,
15394,Combretaceae,Terminalia kuhlmannii,0.790,South America (extratropical),114,,Terminalia,kuhlmannii,
15395,Combretaceae,Terminalia longespicata,0.396,Australia/PNG (tropical),27,,Terminalia,longespicata,
15396,Combretaceae,Terminalia lucida,0.650,South America (tropical),141,,Terminalia,lucida,
15397,Combretaceae,Terminalia macroptera,0.768,Africa (extratropical),147,,Terminalia,macroptera,
15398,Combretaceae,Terminalia macroptera,0.870,Africa (tropical),192,,Terminalia,macroptera,
15399,Combretaceae,Terminalia manii,0.660,India,109,,Terminalia,manii,
15400,Combretaceae,Terminalia mantaly,0.548,Madagascar,147,,Terminalia,mantaly,
15401,Combretaceae,Terminalia mantaly,0.565,Madagascar,147,,Terminalia,mantaly,
15402,Combretaceae,Terminalia mantaly,0.566,Madagascar,147,,Terminalia,mantaly,
15403,Combretaceae,Terminalia mantaly,0.568,Madagascar,147,,Terminalia,mantaly,
15404,Combretaceae,Terminalia mantaly,0.598,Madagascar,147,,Terminalia,mantaly,
15405,Combretaceae,Terminalia melanocarpa,0.689,Australia/PNG (tropical),90,,Terminalia,melanocarpa,
15406,Combretaceae,Terminalia microcarpa,0.550,Australia,90,,Terminalia,microcarpa,
15407,Combretaceae,Terminalia microcarpa,0.551,Australia/PNG (tropical),90,,Terminalia,microcarpa,
15408,Combretaceae,Terminalia microcarpa,0.465,Australia/PNG (tropical),27,,Terminalia,microcarpa,
15409,Combretaceae,Terminalia mollis,0.883,Africa (extratropical),72,,Terminalia,mollis,
15410,Combretaceae,Terminalia oblonga,0.675,Central America (tropical),116,,Terminalia,oblonga,
15411,Combretaceae,Terminalia oblonga,0.910,South America (tropical),184,,Terminalia,oblonga,
15412,Combretaceae,Terminalia oblonga,0.730,South America (tropical),20,,Terminalia,oblonga,
15413,Combretaceae,Terminalia oblonga,0.750,South America (tropical),77,,Terminalia,oblonga,
15414,Combretaceae,Terminalia oblonga,0.370,South America (tropical),187,,Terminalia,oblonga,
15415,Combretaceae,Terminalia oblonga,0.730,South America (tropical),44,,Terminalia,oblonga,
15416,Combretaceae,Terminalia porphyrocarpa,0.663,Australia/PNG (tropical),90,,Terminalia,porphyrocarpa,
15417,Combretaceae,Terminalia porphyrocarpa,0.663,Australia/PNG (tropical),90,,Terminalia,porphyrocarpa,
15418,Combretaceae,Terminalia procera,0.520,India,109,,Terminalia,procera,
15419,Combretaceae,Terminalia prunioides,0.930,Africa (tropical),137,,Terminalia,prunioides,
15420,Combretaceae,Terminalia pterocarpa,0.480,Oceania,9,,Terminalia,pterocarpa,
15421,Combretaceae,Terminalia randii,0.814,Africa (extratropical),72,,Terminalia,randii,
15422,Combretaceae,Terminalia richii,0.474,Oceania,97,,Terminalia,richii,
15423,Combretaceae,Terminalia rubiginosa,0.396,Australia/PNG (tropical),27,,Terminalia,rubiginosa,
15424,Combretaceae,Terminalia sepicana,0.465,Australia/PNG (tropical),27,,Terminalia,sepicana,
15425,Combretaceae,Terminalia sericea,0.715,Africa (extratropical),72,,Terminalia,sericea,
15426,Combretaceae,Terminalia solomonensis,0.396,Australia/PNG (tropical),27,,Terminalia,solomonensis,
15427,Combretaceae,Terminalia stenostachya,0.883,Africa (extratropical),72,,Terminalia,stenostachya,
15428,Combretaceae,Terminalia subspathulata,0.530,South-East Asia (tropical),170,,Terminalia,subspathulata,
15429,Combretaceae,Terminalia subspathulata,0.550,South-East Asia (tropical),43,,Terminalia,subspathulata,
15430,Combretaceae,Terminalia superba,0.440,Africa (tropical),170,,Terminalia,superba,
15431,Combretaceae,Terminalia superba,0.480,Africa (tropical),170,,Terminalia,superba,
15432,Combretaceae,Terminalia superba,0.460,South-East Asia,60,,Terminalia,superba,
15433,Combretaceae,Terminalia superba,0.474,Africa (tropical),1,,Terminalia,superba,
15434,Combretaceae,Terminalia superba,0.461,Africa (tropical),63,,Terminalia,superba,
15435,Combretaceae,Terminalia superba,0.450,Africa (tropical),85,,Terminalia,superba,
15436,Combretaceae,Terminalia superba,0.464,Africa (tropical),98,,Terminalia,superba,
15437,Combretaceae,Terminalia superba,0.486,Africa (tropical),108,,Terminalia,superba,
15438,Combretaceae,Terminalia superba,0.429,Africa (tropical),143,,Terminalia,superba,
15439,Combretaceae,Terminalia superba,0.318,Africa (tropical),147,,Terminalia,superba,
15440,Combretaceae,Terminalia superba,0.355,Africa (tropical),147,,Terminalia,superba,
15441,Combretaceae,Terminalia superba,0.362,Africa (tropical),147,,Terminalia,superba,
15442,Combretaceae,Terminalia superba,0.362,Africa (tropical),147,,Terminalia,superba,
15443,Combretaceae,Terminalia superba,0.363,Africa (tropical),147,,Terminalia,superba,
15444,Combretaceae,Terminalia superba,0.368,Africa (tropical),147,,Terminalia,superba,
15445,Combretaceae,Terminalia superba,0.368,Africa (tropical),147,,Terminalia,superba,
15446,Combretaceae,Terminalia superba,0.387,Africa (tropical),147,,Terminalia,superba,
15447,Combretaceae,Terminalia superba,0.392,Africa (tropical),147,,Terminalia,superba,
15448,Combretaceae,Terminalia superba,0.393,Africa (tropical),147,,Terminalia,superba,
15449,Combretaceae,Terminalia superba,0.398,Africa (tropical),147,,Terminalia,superba,
15450,Combretaceae,Terminalia superba,0.403,Africa (tropical),147,,Terminalia,superba,
15451,Combretaceae,Terminalia superba,0.410,Africa (tropical),147,,Terminalia,superba,
15452,Combretaceae,Terminalia superba,0.411,Africa (tropical),147,,Terminalia,superba,
15453,Combretaceae,Terminalia superba,0.422,Africa (tropical),147,,Terminalia,superba,
15454,Combretaceae,Terminalia superba,0.423,Africa (tropical),147,,Terminalia,superba,
15455,Combretaceae,Terminalia superba,0.425,Africa (tropical),147,,Terminalia,superba,
15456,Combretaceae,Terminalia superba,0.428,Africa (tropical),147,,Terminalia,superba,
15457,Combretaceae,Terminalia superba,0.439,Africa (tropical),147,,Terminalia,superba,
15458,Combretaceae,Terminalia superba,0.452,Africa (tropical),147,,Terminalia,superba,
15459,Combretaceae,Terminalia superba,0.454,Africa (tropical),147,,Terminalia,superba,
15460,Combretaceae,Terminalia superba,0.457,Africa (tropical),147,,Terminalia,superba,
15461,Combretaceae,Terminalia superba,0.459,Africa (tropical),147,,Terminalia,superba,
15462,Combretaceae,Terminalia superba,0.460,Africa (tropical),147,,Terminalia,superba,
15463,Combretaceae,Terminalia superba,0.461,Africa (tropical),147,,Terminalia,superba,
15464,Combretaceae,Terminalia superba,0.464,Africa (tropical),147,,Terminalia,superba,
15465,Combretaceae,Terminalia superba,0.479,Africa (tropical),147,,Terminalia,superba,
15466,Combretaceae,Terminalia superba,0.483,Africa (tropical),147,,Terminalia,superba,
15467,Combretaceae,Terminalia superba,0.486,Africa (tropical),147,,Terminalia,superba,
15468,Combretaceae,Terminalia superba,0.487,Africa (tropical),147,,Terminalia,superba,
15469,Combretaceae,Terminalia superba,0.488,Africa (tropical),147,,Terminalia,superba,
15470,Combretaceae,Terminalia superba,0.493,Africa (tropical),147,,Terminalia,superba,
15471,Combretaceae,Terminalia superba,0.498,Africa (tropical),147,,Terminalia,superba,
15472,Combretaceae,Terminalia superba,0.501,Africa (tropical),147,,Terminalia,superba,
15473,Combretaceae,Terminalia superba,0.503,Africa (tropical),147,,Terminalia,superba,
15474,Combretaceae,Terminalia superba,0.507,Africa (tropical),147,,Terminalia,superba,
15475,Combretaceae,Terminalia superba,0.524,Africa (tropical),147,,Terminalia,superba,
15476,Combretaceae,Terminalia superba,0.528,Africa (tropical),147,,Terminalia,superba,
15477,Combretaceae,Terminalia superba,0.532,Africa (tropical),147,,Terminalia,superba,
15478,Combretaceae,Terminalia superba,0.534,Africa (tropical),147,,Terminalia,superba,
15479,Combretaceae,Terminalia superba,0.541,Africa (tropical),147,,Terminalia,superba,
15480,Combretaceae,Terminalia superba,0.543,Africa (tropical),147,,Terminalia,superba,
15481,Combretaceae,Terminalia superba,0.547,Africa (tropical),147,,Terminalia,superba,
15482,Combretaceae,Terminalia superba,0.548,Africa (tropical),147,,Terminalia,superba,
15483,Combretaceae,Terminalia superba,0.585,Africa (tropical),147,,Terminalia,superba,
15484,Combretaceae,Terminalia superba,0.625,Africa (tropical),147,,Terminalia,superba,
15485,Combretaceae,Terminalia superba,0.469,Africa (tropical),182,,Terminalia,superba,
15486,Combretaceae,Terminalia superba,0.560,Africa (tropical),76,,Terminalia,superba,
15487,Combretaceae,Terminalia superba,0.380,Africa (tropical),59,,Terminalia,superba,
15488,Combretaceae,Terminalia tetrandra,0.536,Madagascar,147,,Terminalia,tetrandra,
15489,Combretaceae,Terminalia tetrandra,0.560,Madagascar,147,,Terminalia,tetrandra,
15490,Combretaceae,Terminalia tomentosa,0.730,Africa (extratropical),58,,Terminalia,tomentosa,
15491,Combretaceae,Terminalia triflora,0.731,South America (extratropical),66,,Terminalia,triflora,
15492,Combretaceae,Terminalia triflora,0.765,South America (extratropical),48,,Terminalia,triflora,
15493,Combretaceae,Terminaliopsis indet,0.748,Madagascar,147,,Terminaliopsis,indet,
15494,Combretaceae,Terminaliopsis tetrandus,0.569,Madagascar,147,,Terminaliopsis,tetrandus,
15495,Pentaphylacaeae,Ternstroemia bancana,0.650,South-East Asia (tropical),43,,Ternstroemia,bancana,
15496,Pentaphylacaeae,Ternstroemia brasiliensis,0.470,South America (extratropical),114,,Ternstroemia,brasiliensis,
15497,Pentaphylacaeae,Ternstroemia browniana,0.690,South America (tropical),45,,Ternstroemia,browniana,
15498,Pentaphylacaeae,Ternstroemia cherryi,0.581,Australia/PNG (tropical),90,,Ternstroemia,cherryi,
15499,Pentaphylacaeae,Ternstroemia cherryi,0.581,Australia/PNG (tropical),90,,Ternstroemia,cherryi,
15500,Pentaphylacaeae,Ternstroemia congestiflora,0.598,South America (extratropical),48,,Ternstroemia,congestiflora,
15501,Pentaphylacaeae,Ternstroemia dentata,0.690,South America (tropical),45,,Ternstroemia,dentata,
15502,Pentaphylacaeae,Ternstroemia elongata,0.600,South-East Asia (tropical),129,,Ternstroemia,elongata,
15503,Pentaphylacaeae,Ternstroemia gymnanthera,0.623,China,33,,Ternstroemia,gymnanthera,
15504,Pentaphylacaeae,Ternstroemia gymnanthera,0.656,China,33,,Ternstroemia,gymnanthera,
15505,Pentaphylacaeae,Ternstroemia gymnanthera,0.660,China,34,,Ternstroemia,gymnanthera,
15506,Asteraceae,Tessaria integrifolia,0.301,South America (extratropical),66,,Tessaria,integrifolia,
15507,Fabaceae,Tessmannia africana,0.749,Africa (tropical),1,,Tessmannia,africana,
15508,Fabaceae,Tessmannia africana,0.899,Africa (tropical),85,,Tessmannia,africana,
15509,Fabaceae,Tessmannia lescrauwaetii,0.749,Africa (tropical),1,,Tessmannia,lescrauwaetii,
15510,Ochnaceae,Testulea gabonensis,0.580,Africa (tropical),170,,Testulea,gabonensis,
15511,Ochnaceae,Testulea gabonensis,0.663,Africa (tropical),1,,Testulea,gabonensis,
15512,Ochnaceae,Testulea gabonensis,0.600,Africa (tropical),85,,Testulea,gabonensis,
15513,Ochnaceae,Testulea gabonensis,0.573,Africa (tropical),147,,Testulea,gabonensis,
15514,Ochnaceae,Testulea gabonensis,0.645,Africa (tropical),147,,Testulea,gabonensis,
15515,Ochnaceae,Testulea gabonensis,0.648,Africa (tropical),147,,Testulea,gabonensis,
15516,Ochnaceae,Testulea gabonensis,0.666,Africa (tropical),147,,Testulea,gabonensis,
15517,Ochnaceae,Testulea gabonensis,0.678,Africa (tropical),147,,Testulea,gabonensis,
15518,Ochnaceae,Testulea gabonensis,0.713,Africa (tropical),147,,Testulea,gabonensis,
15519,Ochnaceae,Testulea gabonensis,0.621,Africa (tropical),182,,Testulea,gabonensis,
15520,Fabaceae,Tetraberlinia bifoliolata,0.460,Africa (tropical),170,,Tetraberlinia,bifoliolata,
15521,Fabaceae,Tetraberlinia bifoliolata,0.491,Africa (tropical),1,,Tetraberlinia,bifoliolata,
15522,Fabaceae,Tetraberlinia bifoliolata,0.566,Africa (tropical),85,,Tetraberlinia,bifoliolata,
15523,Fabaceae,Tetraberlinia bifoliolata,0.463,Africa (tropical),147,,Tetraberlinia,bifoliolata,
15524,Fabaceae,Tetraberlinia bifoliolata,0.475,Africa (tropical),147,,Tetraberlinia,bifoliolata,
15525,Fabaceae,Tetraberlinia bifoliolata,0.477,Africa (tropical),147,,Tetraberlinia,bifoliolata,
15526,Fabaceae,Tetraberlinia bifoliolata,0.486,Africa (tropical),147,,Tetraberlinia,bifoliolata,
15527,Fabaceae,Tetraberlinia bifoliolata,0.497,Africa (tropical),147,,Tetraberlinia,bifoliolata,
15528,Fabaceae,Tetraberlinia bifoliolata,0.522,Africa (tropical),147,,Tetraberlinia,bifoliolata,
15529,Fabaceae,Tetraberlinia bifoliolata,0.530,Africa (tropical),147,,Tetraberlinia,bifoliolata,
15530,Fabaceae,Tetraberlinia bifoliolata,0.589,Africa (tropical),147,,Tetraberlinia,bifoliolata,
15531,Fabaceae,Tetraberlinia bifoliolata,0.602,Africa (tropical),147,,Tetraberlinia,bifoliolata,
15532,Fabaceae,Tetraberlinia bifoliolata,0.497,Africa (tropical),182,,Tetraberlinia,bifoliolata,
15533,Fabaceae,Tetraberlinia tubmaniana,0.631,Africa (tropical),85,,Tetraberlinia,tubmaniana,
15534,Fabaceae,Tetraberlinia tubmaniana,0.533,Africa (tropical),98,,Tetraberlinia,tubmaniana,
15535,Fabaceae,Tetraberlinia tubmaniana,0.635,Africa (tropical),182,,Tetraberlinia,tubmaniana,
15536,Fabaceae,Tetraberlinia tubmaniana,0.635,Africa (tropical),201,,Tetraberlinia,tubmaniana,
15537,Fabaceae,Tetraberlinia tubmaniana,0.600,Africa (tropical),99,,Tetraberlinia,tubmaniana,
15538,Fabaceae,Tetraberlinia tubmaniana,0.534,Africa (tropical),40,,Tetraberlinia,tubmaniana,
15539,Tetracentraceae,Tetracentron sinense,0.337,China,33,,Tetracentron,sinense,
15540,Cupressaceae,Tetraclinis articulata,0.720,Africa (extratropical),58,,Tetraclinis,articulata,
15541,Cupressaceae,Tetraclinis articulata,0.460,Africa (extratropical),76,,Tetraclinis,articulata,
15542,Rutaceae,Tetradium fraxinifolium,0.232,India,135,,Tetradium,fraxinifolium,
15543,Burseraceae,Tetragastris altissima,0.610,South America (tropical),141,,Tetragastris,altissima,
15544,Burseraceae,Tetragastris altissima,0.750,South America (tropical),35,,Tetragastris,altissima,
15545,Burseraceae,Tetragastris altissima,0.690,South America (tropical),64,,Tetragastris,altissima,
15546,Burseraceae,Tetragastris altissima,0.715,South America (tropical),52,,Tetragastris,altissima,
15547,Burseraceae,Tetragastris altissima,0.710,South America (tropical),204,,Tetragastris,altissima,
15548,Burseraceae,Tetragastris altissima,0.740,South America (tropical),77,,Tetragastris,altissima,
15549,Burseraceae,Tetragastris altissima,0.740,South America (tropical),89,,Tetragastris,altissima,
15550,Burseraceae,Tetragastris balsamifera,0.650,South America (tropical),141,,Tetragastris,balsamifera,
15551,Burseraceae,Tetragastris hostmannii,0.750,South America (tropical),35,,Tetragastris,hostmannii,
15552,Burseraceae,Tetragastris hostmannii,0.690,South America (tropical),64,,Tetragastris,hostmannii,
15553,Burseraceae,Tetragastris indet,0.705,South America (tropical),36,,Tetragastris,indet,
15554,Burseraceae,Tetragastris panamensis,0.710,South America (tropical),141,,Tetragastris,panamensis,
15555,Burseraceae,Tetragastris panamensis,0.750,South America (tropical),35,,Tetragastris,panamensis,
15556,Burseraceae,Tetragastris panamensis,0.753,South America (tropical),185,,Tetragastris,panamensis,
15557,Burseraceae,Tetragastris panamensis,0.620,South America (tropical),30,,Tetragastris,panamensis,
15558,Burseraceae,Tetragastris panamensis,0.783,South America (tropical),128,,Tetragastris,panamensis,
15559,Burseraceae,Tetragastris panamensis,0.770,South America (tropical),77,,Tetragastris,panamensis,
15560,Burseraceae,Tetragastris panamensis,0.675,Central America (tropical),168,,Tetragastris,panamensis,
15561,Burseraceae,Tetragastris panamensis,0.655,Central America (tropical),164,,Tetragastris,panamensis,
15562,Burseraceae,Tetragastris panamensis,0.740,South America (tropical),47,,Tetragastris,panamensis,
15563,Tetramelaceae,Tetrameles nudiflora,0.301,Australia/PNG (tropical),90,,Tetrameles,nudiflora,
15564,Tetramelaceae,Tetrameles nudiflora,0.380,Australia/PNG (tropical),126,,Tetrameles,nudiflora,
15565,Tetramelaceae,Tetrameles nudiflora,0.250,Australia/PNG (tropical),170,,Tetrameles,nudiflora,
15566,Tetramelaceae,Tetrameles nudiflora,0.320,Australia/PNG (tropical),43,,Tetrameles,nudiflora,
15567,Tetramelaceae,Tetrameles nudiflora,0.284,Australia/PNG (tropical),27,,Tetrameles,nudiflora,
15568,Tetrameristaceae,Tetramerista glabra,0.610,South-East Asia (tropical),129,,Tetramerista,glabra,
15569,Tetrameristaceae,Tetramerista glabra,0.620,South-East Asia (tropical),43,,Tetramerista,glabra,
15570,Tetrameristaceae,Tetramerista glabra,0.570,South-East Asia (tropical),170,,Tetramerista,glabra,
15571,Fabaceae,Tetrapleura tetraptera,0.523,Africa (tropical),85,,Tetrapleura,tetraptera,
15572,Fabaceae,Tetrapleura tetraptera,0.550,Africa (tropical),79,,Tetrapleura,tetraptera,
15573,Fabaceae,Tetrapleura tetraptera,0.516,Africa (tropical),98,,Tetrapleura,tetraptera,
15574,Fabaceae,Tetrapleura tetraptera,0.730,Africa (extratropical),123,,Tetrapleura,tetraptera,
15575,Fabaceae,Tetrapleura tetraptera,0.531,Africa (tropical),147,,Tetrapleura,tetraptera,
15576,Monimiaceae,Tetrasynandra laxiflora,0.527,Australia,195,,Tetrasynandra,laxiflora,
15577,Salicaceae,Tetrathylacium macrophyllum,0.620,South America (tropical),44,,Tetrathylacium,macrophyllum,
15578,Euphorbiaceae,Tetrorchidium didymostemon,0.439,Africa (tropical),98,,Tetrorchidium,didymostemon,
15579,Euphorbiaceae,Tetrorchidium rotundatum,0.470,Mexico,23,,Tetrorchidium,rotundatum,
15580,Malvaceae,Theobroma cacao,0.430,South America (tropical),198,,Theobroma,cacao,
15581,Malvaceae,Theobroma cacao,0.410,South America (tropical),184,,Theobroma,cacao,
15582,Malvaceae,Theobroma obovatum,0.470,South America (tropical),44,,Theobroma,obovatum,
15583,Malvaceae,Theobroma speciosum,0.790,South America (tropical),114,,Theobroma,speciosum,
15584,Malvaceae,Theobroma speciosum,0.470,South America (tropical),44,,Theobroma,speciosum,
15585,Malvaceae,Theobroma subincanum,0.470,South America (tropical),45,,Theobroma,subincanum,
15586,Malvaceae,Theobroma sylvestre,0.668,South America (tropical),128,,Theobroma,sylvestre,
15587,Malvaceae,Thespesia garckeana,0.732,Africa (extratropical),72,,Thespesia,garckeana,
15588,Malvaceae,Thespesia populnea,0.470,South America (tropical),204,,Thespesia,populnea,
15589,Malvaceae,Thespesia populnea,0.800,South America (tropical),110,,Thespesia,populnea,
15590,Malvaceae,Thespesia populnea,0.610,Africa (tropical),58,,Thespesia,populnea,
15591,Apocynaceae,Thevetia ovata,0.720,Mexico,23,,Thevetia,ovata,
15592,Sapindaceae,Thouinia paucidentata,0.940,Mexico,23,,Thouinia,paucidentata,
15593,Sapindaceae,Thouinia serrata,0.980,Mexico,23,,Thouinia,serrata,
15594,Sapindaceae,Thouinia striata,0.900,Central America (tropical),111,,Thouinia,striata,
15595,Sapindaceae,Thouinidium decandrum,0.670,Central America (tropical),116,,Thouinidium,decandrum,
15596,Cupressaceae,Thuja occidentalis,0.290,NorthAmerica,7,,Thuja,occidentalis,
15597,Cupressaceae,Thuja orientalis,0.527,China,33,,Thuja,orientalis,
15598,Cupressaceae,Thuja orientalis,0.532,China,33,,Thuja,orientalis,
15599,Cupressaceae,Thuja orientalis,0.502,China,33,,Thuja,orientalis,
15600,Cupressaceae,Thuja orientalis,0.512,China,33,,Thuja,orientalis,
15601,Cupressaceae,Thuja plicata,0.310,NorthAmerica,7,,Thuja,plicata,
15602,Anacardiaceae,Thyrsodium guianense,0.670,South America (tropical),45,,Thyrsodium,guianense,
15603,Anacardiaceae,Thyrsodium guianense,0.630,South America (tropical),47,,Thyrsodium,guianense,
15604,Anacardiaceae,Thyrsodium spruceanum,0.740,South America (extratropical),114,,Thyrsodium,spruceanum,
15605,Anacardiaceae,Thyrsodium spruceanum,0.540,South America (tropical),45,,Thyrsodium,spruceanum,
15606,Melastomataceae,Tibouchina candolleana,0.610,South America (extratropical),114,,Tibouchina,candolleana,
15607,Melastomataceae,Tibouchina mutabilis,0.660,South America (extratropical),114,,Tibouchina,mutabilis,
15608,Sapotaceae,Tieghemella africana,0.600,Africa (tropical),136,,Tieghemella,africana,
15609,Sapotaceae,Tieghemella africana,0.550,Africa (tropical),85,,Tieghemella,africana,
15610,Sapotaceae,Tieghemella africana,0.619,Africa (tropical),137,,Tieghemella,africana,
15611,Sapotaceae,Tieghemella africana,0.596,Africa (tropical),147,,Tieghemella,africana,
15612,Sapotaceae,Tieghemella africana,0.620,Africa (tropical),147,,Tieghemella,africana,
15613,Sapotaceae,Tieghemella africana,0.626,Africa (tropical),147,,Tieghemella,africana,
15614,Sapotaceae,Tieghemella africana,0.655,Africa (tropical),147,,Tieghemella,africana,
15615,Sapotaceae,Tieghemella africana,0.928,Africa (tropical),147,,Tieghemella,africana,
15616,Sapotaceae,Tieghemella africana,0.670,Africa (tropical),76,,Tieghemella,africana,
15617,Sapotaceae,Tieghemella heckelii,0.510,Africa (tropical),39,,Tieghemella,heckelii,
15618,Sapotaceae,Tieghemella heckelii,0.550,Africa (tropical),58,,Tieghemella,heckelii,
15619,Sapotaceae,Tieghemella heckelii,0.577,Africa (tropical),85,,Tieghemella,heckelii,
15620,Sapotaceae,Tieghemella heckelii,0.525,Africa (tropical),98,,Tieghemella,heckelii,
15621,Sapotaceae,Tieghemella heckelii,0.507,Africa (tropical),147,,Tieghemella,heckelii,
15622,Sapotaceae,Tieghemella heckelii,0.525,Africa (tropical),147,,Tieghemella,heckelii,
15623,Sapotaceae,Tieghemella heckelii,0.605,Africa (tropical),147,,Tieghemella,heckelii,
15624,Sapotaceae,Tieghemella heckelii,0.612,Africa (tropical),147,,Tieghemella,heckelii,
15625,Sapotaceae,Tieghemella heckelii,0.630,Africa (tropical),147,,Tieghemella,heckelii,
15626,Sapotaceae,Tieghemella heckelii,0.517,Africa (tropical),181,,Tieghemella,heckelii,
15627,Sapotaceae,Tieghemella heckelii,0.540,Africa (tropical),99,,Tieghemella,heckelii,
15628,Sapotaceae,Tieghemella heckelii,0.540,Africa (tropical),104,,Tieghemella,heckelii,
15629,Sapotaceae,Tieghemella indet,0.550,Africa (tropical),183,,Tieghemella,indet,
15630,Malvaceae,Tilia americana,0.320,NorthAmerica,6,,Tilia,americana,
15631,Malvaceae,Tilia amurensis,0.394,China,33,,Tilia,amurensis,
15632,Malvaceae,Tilia amurensis,0.424,China,33,,Tilia,amurensis,
15633,Malvaceae,Tilia amurensis,0.355,China,33,,Tilia,amurensis,
15634,Malvaceae,Tilia cordata,0.422,Europe,28,,Tilia,cordata,
15635,Malvaceae,Tilia endochrysea,0.542,China,33,,Tilia,endochrysea,
15636,Malvaceae,Tilia endochrysea,0.512,China,33,,Tilia,endochrysea,
15637,Malvaceae,Tilia europaea,0.483,Europe,105,,Tilia,europaea,
15638,Malvaceae,Tilia japonica,0.362,China,17,,Tilia,japonica,
15639,Malvaceae,Tilia mandshurica,0.365,China,33,,Tilia,mandshurica,
15640,Malvaceae,Tilia mandshurica,0.330,China,33,,Tilia,mandshurica,
15641,Malvaceae,Tilia miqueliana,0.470,China,32,,Tilia,miqueliana,
15642,Malvaceae,Tilia moltkei,0.473,South America (extratropical),46,,Tilia,moltkei,
15643,Malvaceae,Tilia oliveri,0.380,China,32,,Tilia,oliveri,
15644,Malvaceae,Tilia platyphyllos,0.422,Europe,28,,Tilia,platyphyllos,
15645,Malvaceae,Tilia tuan,0.476,China,33,,Tilia,tuan,
15646,Malvaceae,Tilia tuan,0.437,China,33,,Tilia,tuan,
15647,Rubiaceae,Timonius borneensis,0.650,South-East Asia (tropical),129,,Timonius,borneensis,
15648,Rubiaceae,Timonius borneensis,0.460,South-East Asia (tropical),177,,Timonius,borneensis,
15649,Rubiaceae,Timonius compressicaulis,0.590,South-East Asia (tropical),129,,Timonius,compressicaulis,
15650,Rubiaceae,Timonius timon,0.551,Australia/PNG (tropical),90,,Timonius,timon,
15651,Rubiaceae,Timonius timon,0.551,Australia/PNG (tropical),90,,Timonius,timon,
15652,Rubiaceae,Timonius wallichianus,0.760,South-East Asia (tropical),43,,Timonius,wallichianus,
15653,Sapindaceae,Tinopsis apiculata,0.708,Madagascar,147,,Tinopsis,apiculata,
15654,Fabaceae,Tipuana tipu,0.607,South America (extratropical),48,,Tipuana,tipu,
15655,Fabaceae,Tipuana tipu,0.585,South America (extratropical),46,,Tipuana,tipu,
15656,Fabaceae,Tipuana tipu,0.570,South America (tropical),77,,Tipuana,tipu,
15657,Rubiaceae,Tocoyena williamsii,0.620,South America (tropical),44,,Tocoyena,williamsii,
15658,Sapindaceae,Toechima erythrocarpum,0.676,Australia/PNG (tropical),90,,Toechima,erythrocarpum,
15659,Apocynaceae,Tonduzia longifolia,0.850,Mexico,23,,Tonduzia,longifolia,
15660,Meliaceae,Toona ciliata,0.383,Australia,90,,Toona,ciliata,
15661,Meliaceae,Toona ciliata,0.338,Australia,90,,Toona,ciliata,
15662,Meliaceae,Toona ciliata,0.387,Australia/PNG (tropical),90,,Toona,ciliata,
15663,Meliaceae,Toona ciliata,0.430,Australia/PNG (tropical),80,,Toona,ciliata,
15664,Meliaceae,Toona ciliata,0.390,Australia/PNG (tropical),170,,Toona,ciliata,
15665,Meliaceae,Toona ciliata,0.330,Australia,60,,Toona,ciliata,
15666,Meliaceae,Toona sinensis,0.509,China,33,,Toona,sinensis,
15667,Meliaceae,Toona sinensis,0.453,China,33,,Toona,sinensis,
15668,Meliaceae,Toona sinensis,0.501,China,33,,Toona,sinensis,
15669,Meliaceae,Toona sureni,0.411,China,33,,Toona,sureni,
15670,Meliaceae,Toona sureni,0.388,China,33,,Toona,sureni,
15671,Meliaceae,Toona sureni,0.327,Australia/PNG (tropical),27,,Toona,sureni,
15672,Taxaceae,Torreya grandis,0.420,China,34,,Torreya,grandis,
15673,Sapindaceae,Toulicia eriocarpa,0.600,South America (tropical),44,,Toulicia,eriocarpa,
15674,Sapindaceae,Toulicia guianensis,0.840,South America (extratropical),114,,Toulicia,guianensis,
15675,Sapindaceae,Toulicia guianensis,0.603,South America (tropical),189,,Toulicia,guianensis,
